text,label
" बाबा कब सुधरोगे, ज्यादा लिखने से अपने आप को एक्सपोज़ कर रहे हो, बाबा कुछ धार्मिक कुछ ग्रंथि की बाते भी कर लो। हर चीज़ पर कमेंट बचकानी और फूहड़ लगती है । फिर आप में और नरसिंघा नंद सरस्वती में क्या अंतर, वो भी गली देता और आप भी। फिर आचार्य को ढोंग क्यों, दिग्विजय के राह पर हो।",1
" उप्र लागू नही होता क्यों कि मै जानवर जाती हूं अतः आप अब बताइए क्या कारण बनता है भगवान राम कहतेहैं सुनोमै चक्रवर्ती महाराज की दसरथ का पुत्र राम हूंअतः मुझे यह अधिकार है कि यदि कोई पसु समाज के द्रोही, हिंसक, व जीव को हानी पहुंचाता होतो राजा का अधिकार है कि उसै मार दिया जाय क्रमशः",1
 इसपे   स्वतः संज्ञान क्यों नही लेती है ?    एक प्रयास सरकार द्वारा शुरू हो  भारत वर्ष में सनातन धर्म को दान में मिले जमीन की जानकारी जुटाई जाए यदि किसी प्रकार से कोई अवैध कब्जा है तो उसे सरकार की निगरानी में वापस लिया जाए,0
मोत कैसे हुई राजफाश न हो जाये सरकार का इसलिए शाशहाबुद्दीन को सिवान नहीं जाने दिया गया    ,0
मुझे ऐसा लगता है लालू प्रसाद की रिहाई के पीछे किसी की ज़िंदगी का सौदा हुआ है।   :///,0
भक्तों आत्म-निर्भर विश्व-गुरू ‘हिन्दू-राष्ट्र’ भारत अब विदेशों की सहायता का मोहताज़ है  :///  आत्मनिर्भर_भारत   ,0
        __  हम लोगो को   रु में लेंनी पड रही हें और आप अपको नया  करोड का घर चाहीये । वाहह मोदी वाहह मोदी_इस्तीफा_दो  __         :///,0
        मोदी_परत_जा नहीं_चाहिए_भाजपा        __     :///,0
   'बंगाल जैसी हिंसा अगर किसी बीजेपी-शासित राज्य में हुई होती तो अब तक ये अंतर्राष्ट्रीय मुद्दा बन गया होता राष्ट्रपति_शासन लगाया जाना चाहिए ,0
"अरे चुप रहो तुम सब~मोदीजी से इतनी जलन क्यों है भाई?  जीवित लोगों का तो बात ही छोड़ो, मरे हुए लोगों को भी आजकल बिल्कुल मुफ्त में टीका लग रहा है, मोदीजी के गुजरात में।  बड़े आए मोदीजी के विरोध करने वालों हुमममममममम मुर्दा_मोदीजी_के_साथ_हैं 😎 :///",0
  इस्तीफ़ा दो और कटी नाक बचालों और देश वासियोसे माफी मांगर गुफा में चले जाओ ज़ोला उठाकर । जोला छाप  😅😅😅,1
__  भले ही नेता चुटिया क्यों ना हो 😂 गजब फॉलोअर,1
  ममता_खूनी_है       ममता_की_निर्ममता  ममता_बनर्जी_हत्याएं_बंद_करो  ,1
आज़म खान साहब का इलाज  में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 ,0
"       मेरा वचन ही है मेरा शासन, मेरा सरकार ही है मेरा शासन  _ _       ",0
जिस  ने समूचे विश्व को नरक बना डाला आज वहीं जश्न हो रहा है। ये जश्न क्यूँ दुनिया को नरक बनाने के लिए ?  :///,0
"             '      वो तुम्हे बंगाल की हिंसा की ओर मोरेंगे, तुम ऑक्सीजन पर अड़े रहना।  __   ____",0
                     कृषि_कानून_रद्द_करने_पड़ेंगे   :///,0
"मऊ -  मुख्तार अंसारी की अवैध करोड़ों की अचल संपत्ति पर प्रशासन की बड़ी कार्रवाई  कई एकड़ भूमि जिला प्रशासन कर रहा है कुर्क, मौके पर कई थानों की फोर्स मौजूद, दक्षिण_टोला थाना क्षेत्र के दसईपोखरा के पास जमीन पर हो रही है कार्रवाई",0
"   _    बिजली कर्मचारियों का मजाक बनाया जा रहा है जबकि बिजली कर्मी दिन-रात अपनी सेवाएं दे रहे हैं गलत रूप से अवैध रूप से पुलिस के द्वारा नेताओं के दबाव से गलत एफ आई आर की गई, इसे तत्काल वापस लिया जाए एवं दोषियों पर सख्त  कार्रवाई की जाए",0
जब मिया बीवी राज़ी तो क्या करेगा बेचारा बंगाली? 👀              :///,0
"जो मुसलमानों के मसीहा बने बैठे थे, एक एक करके सारे दोगले चेहरे उजागर हो रहे है, फिर चाहे वो केजरीवाल, अखिलेश या तेजस्वी यादव हो💁‍♂️  :///",1
"_ हिन्दू कई प्रकार के हैं । संसार में  लोहे की भांति दृढ धर्म केवल हिन्दू  है। इस धर्म के सामने सभी विदेशी धर्म केवल अशिक्षित, असभ्य, फूहड़ और मूर्खता की बातों को बढाचढा कर करके और भी मूर्ख दिखाई देते हैं । सत्यऔर विद्या से ओतप्रोत वेदों से  कई मत निकले, पर  सब हिन्दू  है एक हैं ।",1
जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं ,0
मै कल से उन लोगों को ढूंढ रही हूँ जिन्हें मोदी की रैलियों से बंगाल मे कोरोना फैलता दिख रहा था लेकिन ममता की जीत के बाद बंगाल की हिंसा नही दिख रही।  आप भी खोजिए  ,0
"तोह आप लोगों की कोई ज़िम्मेदारी नही है, आप भी तोह सत्ता में थे?  आपको किसने रोका था काम नही करने के लिए?  ये रंडी रोना यही ब्लेम गेम 🤦 :///",1
तेरी मां चुदाने जाती होगी भोसड़ी के तुझे तो यह भी नहीं पता तेरे बाप कितने हैं भोसड़ी वाले तू इसीलिए तो आम आदमी पार्टी कांग्रेस जैसी पार्टियों की दलाली कर रहा है म****** रंडी की औलाद छिनाल की औलाद :///,1
  पुरानी_पेंशन_बहाल_करो     _भारत_छोड़ो __ निजीकरणभारतछोड़ो _कर्मचारी_का_अधिकार निजीकरणकेख़िलाफ़_इंक़लाब __  किसान_कार्मिक_संग_संग  देश_ऑक्सीजन_मांगता_है,0
__    _हटाओ_लोकतंत्र_बचाओ  चोरभाजपा    ,1
👉✍️जो पानी से नहायेगा वो  सीर्फ लिबाज बदल सकता है👈  लेकिन जो पसीने से नहाएगा   वो इतिहास बदल सकता है👈   🙏 ,0
शेर-ए-बिहार शहाबुद्दीन साहब की मौत नहीं बल्कि हत्या हुई है। ,0
कांग्रेस के बी टीम के एक दलाल ने भाजपा में शामिल दलालों को बाई काट करों,1
७० साल जतन के ७ साल पतन के  ,0
 जो  कल तक हम वैक्सीन नही लगाएंगे कह रहे थे वे आज हमको पहले लगाओ कह रहे हैं सालो जिस मुँह से खाते हो वही से हगते भी हो,1
"अब ना दीदी बाहर निकलेंगी ना ही दाढ़ी वाले बाबा। अब चारों तरफ सिर्फ अर्थियां निकल रही हैं।  मई भी बीती  मई बीत रही है। ""दोनों"" नतीजे सबके सामने है। क्या किसी के लिए ये जश्न की बात है??     नेता_लापता   :///",0
 ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। ,0
 भाड़ में जाओ,1
"सातवीं सालगिरह पर  आंकड़े  इधर सरकार अपनी वीं सालगिरह मनाने की फूहड़ कोशिश कर रही थी, उधर बीते साल में अर्थव्यवस्था के सात आंकड़े उसका मुंह चिढ़ा रहे थे।  देखिए _ का यह वीडियो और समझिए देश की अर्थव्यवस्था की गाड़ी कहां खड़ी है।  ▶️ :/// :///",1
आओ बच्चों तुम्हें सुनायें कहानी एक बेईमान की   धीरे-धीरे बेच गया वो सम्पति हिंदुस्तान की   :///,1
 मोदी_से_न_हो_पाएगा         ,0
"ममता को चोट लगी ब्रेकिंग न्यूज़ बन गई ।   बंगाल में हिन्दुओं पर हो रहा अत्याचार, नरसंहार पर न्यूज़ कब बनेगी ? ममता_बनर्जी_हत्याएं_बंद_करो  😡😡        ",0
 मोदी_इस्तीफा_दो   :///,0
"जहां रावण नहीं रहा,कंस नहीं रहा,सूर्पनखा नहीं रही,होलिका नही रही,वहां ममता कितने दिन।   ",1
"ढूंढोगे कहाँ मुझको, मेरा पता लेते जाओ। एक कब्र नई होगी एक जलता दिया होगा।। _ _     :///",0
   _का_हिसाब_दो  :///,0
"दो मिनट का मौन उन महानुभावों के लिए भी, जिनको बंगाल में चुनावी रैली दिखी, कोरोना दिखा किन्तु अब हिंसा, लूट, अग्निकांड और बलात्कार नहीं दिख रहा    ",0
केपी ओली एउटा व्यक्तिको प्रतापमा चल्ने पार्टी बनाउन चाहन्थे। दलाल पूँजीपतिहरूलाई पनि के लाग्यो भने धेरै वटा संस्था भए भने कतिलाई किन्ने? कतिलाई प्रभाव पार्न सकिन्छ भन्ने भयो। एउटा व्यक्ति रिझाउँदा पुग्ने पार्टी भए त उनीहरूलाई पनि सहज हुने भयो। थप सामग्री : :/// :///,0
लोग ऑक्सीजन की कमी से मर रहे लेकिन  का लग्जरी बंगला बनना ही चाहिये- ,0
 भाजपा के द्वारा  करोड़ लगा कर और चुनाव आयोग को हाई जेक करकर भी यदि भाजपा बंगाल में चुनाव हार रही हे तो ये फ़क़ीर की व्यक्तिगत हार हे   ,1
   _का_हिसाब_दो  :///,0
बंगाल की जीत मां-माटी-मानुष की जीत है। ,0
 बात तो ऐसे कर रहा है जिसे योगी की नाजायज औलाद तू ही है,1
" भाड़ में जाओ , तुमने अपनी आत्मा बेच दी  अमेरिका की कुल जनसंख्या कितनी है? भारत गणराज्य की कुल जनसंख्या कितनी है , कितने भारतीयों को  मिले है वैक्सीन की पूरी खुराक ? बोले तो मैं एक दलाल था, मैं हूं और रहूंगा 🐶 मैं कुत्ता बनकर खुश हूं 😁😆😂🤣😇",0
_ दलाल धार ५/ मा २ किन लेखेको चोर सिकाउछ्स,0
     याद रखा जाएगा यही  आपकी  हुई यही से आप ख़त्म होंगे   इस्तंद्विथोसमसहब,0
सब याद रखा जाएगा।👍  :///,0
"नींद_से_जागो_अमित_शाह_जी                     """"        👇👇👇👇👇👇👇👇👇👇 𝐦𝐮𝐬𝐭 𝐰𝐚𝐭𝐜𝐡 :///",0
मुर्ख तो जनता को ही बनना है😂 कोई भी  🤣 :///,0
निकालना तो  बंगलादेशी घुसपैठियों को था  पर पलायन मेरे अपने ही कर रहें है    ,0
" लाला जी,  इतने फूहड़ हथकंडे अपना कर अपना नकली उत्पाद बेचने की इतनी बेशर्म प्रदर्शन के बदलें कोई और काम नही मिलता क्या ?",0
"उपरोक्त सभी आर्टिकल बस एक कल्पना है सच्चाई से इसका कोई लेना देना नही है,  कृपया इसे सोचे समझें और नजरअंदाज़ कर दें।  ",0
अस्तबल ख़ाली हो जाय पर गधा कभी घोड़ा नही बन्न सकता  :///,0
  अबे कुत्ते की औलाद गधे की नस्ल  बेवकुफ़ की जात महंगाई मोदी के वक़्त मे ज्याद बड़ गई है पेट्रोल का भी रेट पता कर लो,1
   😔 कौन दुनिया में समझता है किसी और का दर्द रेल का वज़न तो पटरी को पता होता है         अल्लाह रब्बुलइज़्ज़त मग़फ़िरत करे :///,0
_  योग दिवस आते ही कई भाजपा नेता और योग गुरु ग्रीन फंगस लोगो से मनुहार करने लग जाते हैं कि प्लीज आप भी योग कीजिये न योग का हिन्दू धर्म से कोई लेना देना नही जबकि बोलना तो ये चाहिए कि हां योग का सम्बंध है हिन्दू धर्म से  करना है तो करो वरना भाड़ में जाओ मेरी बला से,0
"दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा चुदित राज जी को खांग्रेस अध्यक्ष एवं पलधानमंतली बनाएं 🙏 ""सभी समस्याएं समाप्त"" उदित_राज_को_अध्यक्ष_बनाओ_बे _   :/// :///",0
" _   हलाला पुत्र,सुअर म्लेच्छ दुनिया भर में जेहाद की गंदगी फैला रहे हैं  हूरों के लिए फड़फड़ा रहे हैं इन्हे किसी के मरने जीने की चिंता कहां है बाबा ने इनकी  में बिना छिला बांस जो दे रखा है,इसलिए बिलबिला रहे हैं।",1
 मशहूर शायर इमरान प्रतापगढ़ी  भाई दीन दयाल उपाध्याय अस्पताल दिल्ली ओसामा साहब का साथ देने उनके पास पहुंच गये हैं हिना सहाब और ओसामा साहब से दिल्ली पुलिस बात कर रही है इमरान भाई आपकी यही मोहब्बत आपको लोगों के दिलों में बिठाती हैं । ,0
 से काम नहीं चल रहा है अब तो  करे सरकार ,0
 सेकुलर और पुरस्कार वापसी गैंग कहा है      :///,0
" वाले हरदम कहते हैं जब कश्मीरी पंडित मारे जा रहे थे, बलात्कार और आगजनी हो रही थी, हिन्दू पलायन कर रहे थे तब कांग्रेस सरकार क्या कर रही थी ?  महोदय -- वही कर रही थी जो आज आप बंगाल के लिए कर रहे हो   ",1
ऐ बीजेपी वाले सुअर की निशानी है। बिजेपीसुअर :///,1
_ मुझे भाड़ में जाओ,0
" जी, अब तो देश के हर चौराहे पर लोग आप को ढूंढ रहे हैं। झोला उठाकर चल पड़ने का वक्त आ ही गया।  :///",0
"दूध में पानी, अनाज में कंकड़, सब्ज़ियों में  के , मसालों में रंग और ना जाने किन-किन चीज़ों में क्या-क्या मिलावट करते हैं लोग😢😢 और बड़ी मासूमियत से पूछते हैं कि यह अज़ाब हम पर ही क्यों आया??😠😠     ",0
   आप सब एक साथ रहे हैं और आवाज़ उठाना सीखें वरना आज  को जैसे बहुसंख्यकों ने मार दिया कल यह __ भारत को कांग्रिस मुक्त नहीं मुल्ला मुक्त बना देगा।,1
अगली बार नेताजी आयें तो पूछना कि अच्छे अस्पताल कब बनवाओगे?या फिर हमें बाँट के जीत जाओगे?      _     :///,0
ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। ,0
"_ अगर धरना देने से सब सही हो जाता तो  कुरुक्षेत्र में भी ""श्री कृष्ण"" जी ""अर्जुन"" को यही सलाह देते। 😡😡😡         :///",0
 इनका खाने का दांत और दिखाने का दांत अलग है ये सिर्फ और सिर्फ हिन्दुओ के मूर्ख बनाने के एक तरीका है,0
"  चीन , अमेरिका , रूस , ब्रिटेन के बाद अब हमें भूटान , थाईलैंड , पाकिस्तान तक से मदद लेनी पड़ रही है  विश्व गुरु बनने चले थे विश्व भिखारी बन गए 🤦🤦      _",1
  मुझे तो पहले से ही शक था की कांग्रेस में सब जानवर है । 😄😄😄🌶️🌶️🌶️😄😄😄,1
   _का_हिसाब_दो  :///,0
"आज का सच  जिंदा रहना ही ""विकास"" है बाकी सब बकवास  ",1
 _         मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है   मानवता केलिऐ __ देशभक्त हो तो,1
  मोदी तुम इस्तीफा दो हम तुम्हारे साथ है   __   :///,0
 _  _   _ स्नेहा जी उस जानवर को भी दर्द होता हैं जिसे ये सिर्फ अपने स्वाद के लिए मार देते है।,0
"ये सारे दलाल और चाटुकार न्यूज एंकर(    ) बस इतना बता दे के ये  कब बड़ा और ब्राह्मण नेता बन गया मैं उत्तर प्रदेश से हु  साल की उमर है आज तक इसको संघर्ष करते नही देखा, ये बड़ा नही लोभी नेता है।",1
" इतनी मासूम लाचारियां हैं सियासत की जहां बोलना चाहिए वहां भी बोलते नहीं जो खूरेंजी पर उतारू हैं, उनकी आगवानी में बिछे हैं जो पलकों पर बिठाए बैठा, उन्हें पूछते नहीं  ",0
"  _      अभी भी यही पड़ा है हरामी, देश छोड़ के नही गया",1
"मरहूम सहाबुद्दीन की लाश जैसे दिल्ली गेट  कब्रिस्तान मे सुपुर्द ए खाक हुई,❣️    ऐसे ही बिहार में  लालू तेरी पार्टी को सुपुर्दे खाक करेगी बिहार की जनता  :///",0
"आज बीजेपी का एक वरिष्ठ नेता सपा में शामिल हुआ ये दलाल मीडिया ने बिल्कुल नहीं दिखाया,  इतनी दलाली ही आज हिंदुस्तान की इस हालत की जिम्मेदार है",1
 मदरचोद??  💜,1
   मोदी तुम इस्तीफा दो हम तुम्हारे साथ है   __   :///,0
"👉😛 मेरा नाम करेगा रोशन, जग में मेरा राजदुलारा       :///",0
  ना ही आपने सबका साथ  दिया । ना ही आपने किसी का विकाश किया । और ना ही देश की जनता को आपलोगो पर विश्वास है । _             _,0
मैं हमेशा कहता रहूंगा सीबीआई जांच होनी चाहिए  👇  ,0
"    ये कहाँ आ गये हम, यूँही आपस में लड़ते-लड़ते :///",0
इस लॉक डाउन में कहीं मिठाई की दुकान खुली है तो बताना यार  नल्ली ओ नल्ली        🙏  _ नल्ली_ओ_नल्ली          :///,1
"_ हे ब्राह्मण नाम, कुल और गोत्र को लज्जित एवं कलंकित करने वाली राक्षशी प्रवर्ति की निर्लज्ज और बेशर्म दीदी  कुछ तो शर्म कर। ये तु पश्चिम बंगाल को जो नर्क बना रही है वह पाप कहाँ धोयेंगी।      ",1
"सीवान खत्म हो गयी तेरी पहचान,  जिसके नाम से तू जाना जाता रहा,  अब वो नहीं रहे 🙏    :///",0
 भारत आकडे भी गिनो डायन😠  हरामखोर औरत   __  मोदी_इस्तीफा_दो,1
               _दलाल_मोदी_का :///,1
"फासिस्ट गैंग और‌ उसके फालोवर विश्व इतिहास की सबसे जानलेवा‌ महामारी में भी अपनी धर्मांधता से बाज नहीं आ रहे, और साथ में ये भी चाहते हैं कि गैंग के किसी धर्मान्ध के असमय निकल लेने पर इनके साथ मिलकर रोया जाए? गजब की सुविधाभक्ति है  _  ",0
"अपने तड़पकर मर रहे हैं, न अस्पताल है न ऑक्सीजन, क्योंकि सरकार घमंड में है : रवीश कुमार    :///",0
 मोदी तुम इस्तीफा दो हम तुम्हारे साथ है   __   :///,0
बंगाल की हिंसा को कोई वैक्सीन लगाओ   ममता_खूनी_है,0
चुनाव के नतीजे आते ही भाजपा सरकार ने पेट्रोल और डीज़ल महंगा करना शुरू कर दिया है। आज से दाम बढ़े।     ,0
वसीम राफज़ी मरदूद जो कि मुसलसल मुस्लिमों के खिलाफ ज़हर उगल कर देश का माहौल ख़राब कर रहा है फिर भी यूपी सरकार उसपर  के तहत मुकदमा दर्ज क्यों नहीं कर रही है ?  वसीम राफज़ी मरदूद बीजेपी का पालतू कुत्ता है इसलिए ?  वसीम_राफज़ी_मरदूद_मुर्दाबाद,1
   फूहड़?,1
बंगाल में निर्ममता बैनर्जी के आतंकवादियों के द्वारा की गई हत्याएं देखने के बाद इतने दिनों जिसे हम टोंटी चोर कहते आये हैं आज उसके लिए भी दिल मे इज्जत बढ़ गयी। इलेक्शन हारने के बाद भी बेचारे ने किसी की हत्या ना करते हुए सिर्फ टोटियां ही तो चोरी की थी  ,1
डा शहाबुद्दीन साहब का दिल्ली के   कब्रिस्तान में जनाजे की नमाज़ हो गयी… दुआ की गुजारिश है… अल्लाह जन्नत उल फिरदौस में जगह दे आमीन    :///,0
 हजारों सर झुक जाएंगे मोदी जी आपके सम्मान में एक बार गुजरात वाला दोहरा दे  पं बंगाल में।   _       _ ,0
"  भाई मीठी छुरी बनके आज मोदीजी ने विपक्ष को छलनी कर दिया। आज ऐसा प्रतीत हुआ उनके शब्दो से कि जैसे अब सब जाए भाड़ में, गाड़ी का स्टेरिंग अब मैं संभालूँगा, बैठो सारे पीछेपप्पू चप्पू आ जाओ सब इब देखेंगे इस कोरोना ने।☺️",0
आहुति बाकी यज्ञ अधूरा अपनों के विघ्नों ने घेरा अंतिम जय का वज़्र बनाने- नव दधीचि हड्डियाँ गलाएँ। आओ फिर से दिया जलाएँ  ,0
चाणक्य ने कहा था कि जो राजा अपने लोगों को पुरस्कृत और दुश्मनों को दण्डित नहीं कर सकता उसका अंत निश्चित है🙏🏻    _       _ _,0
ये भारतीयों का हत्यारा है ,0
"""मैं अब हिंदू नहीं हूं, मैं अब हिंदू नहीं हूं "" इस राज्य की एक लड़की कह रही है।   जी क्या ये क्रंदन आपके कानो तक नहीं पहुँच रहा ?   ये अपर्णा दास है -आधी रात को उसके साथ बलात्कार किया गया।  - खजूर, पूर्ब मिदनापुर।     :///",0
बचपन से देखते आया हू की   चाय में बिस्किट डूब जाता है पर आज तो चाय ने पूरा देश डूबो दिया☕ ,0
"'ये कैसा उन्माद?'  सदियों में न हुआ होगा यह ऐसा कृत्य घृणित है, टैगौर विवेकानंद सुभाष की भूमि आज हुई लज्जित है |    :///",0
" _    _   _    महानगरों से लेकर गांव तक , सर से लेकर पांव तक , भारतीय जनता पार्टी का हर नेता व हर कार्यकर्ता अब्बल दर्जे का झूठा और दोगला है",0
भीक नहीं लिया दोस्त से एहसान लिया                       :///,0
"दो मिनट का मौन ऊन हरामखोरो के लिए भी जिनको बंगाल में चुनावी रैली दिखी, कोरोना दिखा किन्तु अब हिंसा, लूट, अग्निकांड और बलात्कार नहीं दिख रहा _     ममता_बनर्जी_हत्याएं_बंद_करो ",1
       अब तो और नहीं कर पाएगा  दोगला चरित्र की राजनीति कर दिए प्रसाद जी ने । पहले भाजपा ब्राह्मण विरोधी और अब क्या हुआ,1
" सैफ अली को सूपनखा का  नाजायज औलाद का रोल मिलना चाहिए। वैसे भी इन हला की पैदाईश दोगलों का कोई असली बाप तो होता नहीं, इसलिए उसे नाजायज औलाद का ही रोल मिलना चाहिए। 😂😂😂😂",1
" क्या समझे थे  से ज्यादा किसानों की बलि लेकर जीत जाओगे, मोदीजी अब भी वक्त तीन काले कानून वापस ले लीजिए, एमएसपी गारंटी कानून बना दीजिए और किसान को ससम्मान घर भेजिए वरना यूपी में और भी बुरा होगा _  ",0
 देखिए संदीप जी आपको भी इन लोगों ने चुटिया बना दिया है जय हो,0
 मोदी तुम इस्तीफा दो हम तुम्हारे साथ है   __   :///,0
"मोदी जानबूझकर कोरोना का विकास किया है, पर क्यों?       :///",0
 देश बचा लीजिए मोदीजी :///,0
                 बंगाल_हिंसा बंगाल_पर_मीडिया_मौन_क्यो बंगाल_में_राष्ट्रपति_शासन_हो बंगाल_बचाओ_मोदीजी      भारत_का_वीर_पुत्र_मोदी  :///,0
"देश में सक्रिय मामलों की कुल संख्या ,, है और डिस्चार्ज हुए मामलों की कुल संख्या ,,, है।  देश में पिछले  घंटे में कोरोना वायरस की ,, वैक्सीन लगाई गईं, जिसके बाद कुल वैक्सीनेशन का आंकड़ा ,,, हुआ।   ",0
"_ बरखा एक बात बताओ, ये नौकर बोलने मात्र से मेरा   हो सकता है क्या? क्या बताएं, मेरा एकाउंट मात्र - महीने में ट्विटर  कर देता है, डर लगा रहता है। मगर इस कुत्ता सबको जवाब भी देना पड़ ही जाता है।",1
"इनको मांही खाना है, तो ये ससुरे सुअर, सुअर का मांस खायें :///",1
"आतंकवादी बनने के लिए आपको हथियार उठाने की ज़रूरत नही है आप  का ऑक्सीजन सिलेंडर , और  का इंजेक्शन  लाख में बेचकर भी देश से गद्दारी कर सकते हैं          रोहित_सरदाना     ",0
पूछना यह था कि सेकूलर के ठेकेदार लोग इफ्तार पार्टी पार्टी कब दे रहे हैं? ,0
